"タイトル","公開日","URL","長さ","科目","対象","No"
"確率チャレンジ Lv.4(色玉編)","2013-03-12T23:17:11.000Z","https://www.youtube.com/watch?v=TZBCV83rP1k","00:14:51","数学","中学2年","82"
"確率チャレンジ Lv.5(くじびき編)","2013-03-12T23:17:11.000Z","https://www.youtube.com/watch?v=nNyU7AXf3h0","00:19:10","数学","中学2年","83"
"確率チャレンジ Lv.6(カ-ド編)","2013-03-12T23:17:11.000Z","https://www.youtube.com/watch?v=CoAStQr8zdg","00:11:46","数学","中学2年","84"
"確率チャレンジ Lv.7(まとめ編(1))","2013-03-12T23:17:11.000Z","https://www.youtube.com/watch?v=51-3bYUWESQ","00:11:37","数学","中学2年","85"
"確率チャレンジ Lv.8(まとめ編(2))","2013-03-12T23:17:11.000Z","https://www.youtube.com/watch?v=x4LCBGFWm2E","00:14:14","数学","中学2年","86"
"火山の形","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=ihmF5ehyb4o","00:10:08","理科","中学1年","49"
"火山が生み出すもの","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=7SX9oB1LlB0","00:10:07","理科","中学1年","50"
"火成岩のつくり","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=mMzT5qCvtGA","00:12:20","理科","中学1年","51"
"地震のゆれの伝わり方","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=TTf72jMs4Vs","00:16:47","理科","中学1年","52"
"地震のゆれの大きさ","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=AZifNBfbrKE","00:09:30","理科","中学1年","53"
"地震が起こるしくみ","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=jy1bcKGzsDI","00:09:29","理科","中学1年","54"
"地層のでき方","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=siQteeQxd7M","00:09:49","理科","中学1年","55"
"地層や化石からわかること","2013-03-12T23:18:45Z","https://www.youtube.com/watch?v=sbskP1U9luY","00:09:22","理科","中学1年","56"
"堆積物と大地の変動","2013-03-12T23:17:58Z","https://www.youtube.com/watch?v=sOn3lepiAWs","00:11:31","理科","中学1年","57"
"大地の歴史","2013-03-12T23:17:58Z","https://www.youtube.com/watch?v=vtcL_XxORpA","00:13:26","理科","中学1年","58"
"気象の観測(1)","2013-03-12T23:26:06.000Z","https://www.youtube.com/watch?v=wYO-DokVlj0","00:13:32","理科","中学2年","54"
"気象の観測(2)","2013-03-12T23:26:06.000Z","https://www.youtube.com/watch?v=zCzof1wu9W4","00:15:01","理科","中学2年","55"
"気圧と風","2013-03-12T23:24:39.000Z","https://www.youtube.com/watch?v=4BEy3Jt-UGc","00:10:01","理科","中学2年","56"
"気団と前線(1)","2013-03-12T23:24:39.000Z","https://www.youtube.com/watch?v=G6DDlw63L8g","00:13:17","理科","中学2年","57"
"気団と前線(2)","2013-03-12T23:24:39.000Z","https://www.youtube.com/watch?v=b-6bU1DlF10","00:11:32","理科","中学2年","58"
"前線の通過と天気の変化","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=QTweB3PvQUI","00:07:09","理科","中学2年","59"
"大気の動き","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=CLvuNAhGX_8","00:12:34","理科","中学2年","60"
"日本の天気(1)","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=ogrG5XQqPwE","00:09:33","理科","中学2年","61"
"日本の天気(2)","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=d6oFkMkRi0w","00:09:32","理科","中学2年","62"
"水蒸気が水に変化するとき","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=uEYGf0YAN7w","00:10:37","理科","中学2年","63"
"飽和水蒸気量と湿度(1)","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=8gDAGQYiDTU","00:12:12","理科","中学2年","64"
"飽和水蒸気量と湿度(2)","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=86i4zoGREWY","00:10:52","理科","中学2年","65"
"雲のでき方と水の循環","2013-03-12T23:23:28.000Z","https://www.youtube.com/watch?v=v16F8HGSBQo","00:10:23","理科","中学2年","66"
"単項式と多項式","2013-03-13T04:01:15.000Z","https://www.youtube.com/watch?v=XOpRZBjN2D4","00:10:34","数学","中学2年","1"
"式の加法・減法(1)","2013-03-13T04:01:15.000Z","https://www.youtube.com/watch?v=9C2Y0QeDo3o","00:13:39","数学","中学2年","2"
"式の加法・減法(2)","2013-03-13T04:01:15.000Z","https://www.youtube.com/watch?v=S4e0p2jio7I","00:11:18","数学","中学2年","3"
"いろいろな多項式の計算(1)","2013-03-13T04:01:15.000Z","https://www.youtube.com/watch?v=mFZtAxeeaKI","00:11:53","数学","中学2年","4"
"いろいろな多項式の計算(2)","2013-03-14T04:19:21.000Z","https://www.youtube.com/watch?v=-9XB8EAGuRo","00:11:29","数学","中学2年","5"
"式の値","2013-03-14T04:19:21.000Z","https://www.youtube.com/watch?v=hzzcXAGsKRg","00:12:00","数学","中学2年","6"
"単項式の乗法・除法","2013-03-15T13:29:14.000Z","https://www.youtube.com/watch?v=FIja-DaD1zY","00:17:11","数学","中学2年","7"
"xについて解く","2013-03-15T13:29:14.000Z","https://www.youtube.com/watch?v=-TBaFDaK-n4","00:16:52","数学","中学2年","8"
"文字式の利用(1) 基本編","2013-03-16T08:46:16.000Z","https://www.youtube.com/watch?v=unprilQEs5Y","00:15:40","数学","中学2年","9"
"文字式の利用(2) 問題編","2013-03-16T08:46:16.000Z","https://www.youtube.com/watch?v=uZLAx8nOzW0","00:08:57","数学","中学2年","10"
"文字式の利用(3) 2けたの自然数編","2013-03-18T04:57:15.000Z","https://www.youtube.com/watch?v=Gt9jbV8yqfw","00:12:38","数学","中学2年","11"
"文字式の利用(4) カレンダ-編","2013-03-18T04:57:15.000Z","https://www.youtube.com/watch?v=qcLvTNvpoNg","00:08:08","数学","中学2年","12"
"文字式の利用(5) 面積と体積編","2013-03-18T04:57:15.000Z","https://www.youtube.com/watch?v=eor0WYyzoF0","00:09:48","数学","中学2年","13"
"いろいろな立体","2013-03-13T04:16:08.000Z","https://www.youtube.com/watch?v=SBaHob1H14s","00:17:13","数学","中学1年","79"
"空間内の平面と直線","2013-03-13T04:16:08.000Z","https://www.youtube.com/watch?v=V6DoR19zEvI","00:15:07","数学","中学1年","80"
"立体のいろいろな見方","2013-03-13T04:16:08.000Z","https://www.youtube.com/watch?v=sg4oEl1lNsM","00:13:52","数学","中学1年","81"
"立体の表面積","2013-03-13T04:15:41.000Z","https://www.youtube.com/watch?v=xtcOIjgTMxE","00:20:35","数学","中学1年","82"
"立体の体積","2013-03-13T04:15:41.000Z","https://www.youtube.com/watch?v=r3GVL5q8U5c","00:10:56","数学","中学1年","83"
"球について","2013-03-13T04:15:41.000Z","https://www.youtube.com/watch?v=3Bw2KDYp81A","00:14:58","数学","中学1年","84"
"体積・表面積チャレンジ","2013-03-13T04:15:41.000Z","https://www.youtube.com/watch?v=kPR1naovaoQ","00:20:05","数学","中学1年","85"
"円の面積・基本編","2013-03-13T04:02:41Z","https://www.youtube.com/watch?v=RdmV8mYoky8","00:10:09","算数","小学6年","1"
"円の面積・応用編","2013-03-13T04:02:41Z","https://www.youtube.com/watch?v=YQws-4q8ulY","00:18:52","算数","小学6年","2"
"文字と式(1)","2013-04-09T02:31:05Z","https://www.youtube.com/watch?v=wXY942Af8YA","00:11:55","算数","小学6年","3"
"文字と式(2)","2013-04-09T02:31:29Z","https://www.youtube.com/watch?v=tH3_kG-TFO4","00:13:43","算数","小学6年","4"
"分数のかけ算(1)","2013-04-09T02:31:29Z","https://www.youtube.com/watch?v=4nN9jupv8IU","00:12:05","算数","小学6年","5"
"分数のかけ算(2)・文章題","2013-04-09T02:31:29Z","https://www.youtube.com/watch?v=paXMntMMOlY","00:11:34","算数","小学6年","6"
"分数のかけ算(3)・工夫と逆数","2013-04-09T02:31:29Z","https://www.youtube.com/watch?v=tEG1nDM1Cbs","00:15:17","算数","小学6年","7"
"分数のわり算(1)","2013-04-20T23:13:47Z","https://www.youtube.com/watch?v=9eY6oSHEyU0","00:06:22","算数","小学6年","8"
"分数のわり算(2)","2013-04-20T23:13:47Z","https://www.youtube.com/watch?v=KDcYAqlio8I","00:10:46","算数","小学6年","9"
"分数のわり算(3)・文章題","2013-04-23T02:56:14Z","https://www.youtube.com/watch?v=X41xbE7cGWk","00:11:53","算数","小学6年","10"
"分数のわり算(4)・割合攻略","2013-04-23T02:56:14Z","https://www.youtube.com/watch?v=v4D1kUv-R9M","00:13:36","算数","小学6年","11"
"対称な形(1)","2013-05-09T23:35:35Z","https://www.youtube.com/watch?v=4wR1PGOYUbY","00:10:51","算数","小学6年","12"
"対称な形(2)","2013-05-09T23:35:35Z","https://www.youtube.com/watch?v=XDWOiVnypGg","00:10:55","算数","小学6年","13"
"多角形と対称","2013-05-09T23:35:35Z","https://www.youtube.com/watch?v=J1GhvnrevTQ","00:11:44","算数","小学6年","14"
"比と比の値(1)","2013-06-04T03:14:51Z","https://www.youtube.com/watch?v=j3gvcKAHQqc","00:10:25","算数","小学6年","15"
"比と比の値(2)","2013-06-04T03:14:51Z","https://www.youtube.com/watch?v=jmEZupLPyV0","00:11:37","算数","小学6年","16"
"比と比の値(3)・文章題","2013-06-04T03:14:51Z","https://www.youtube.com/watch?v=RMMPRo5Chh0","00:11:11","算数","小学6年","17"
"拡大図と縮図(1)","2013-07-14T10:34:48Z","https://www.youtube.com/watch?v=PU1VWOOD9L4","00:08:45","算数","小学6年","18"
"拡大図と縮図(2)","2013-07-14T10:34:48Z","https://www.youtube.com/watch?v=O6L4SWKznPw","00:08:39","算数","小学6年","19"
"縮図の利用","2013-07-14T10:34:48Z","https://www.youtube.com/watch?v=i049fP9CkhU","00:09:49","算数","小学6年","20"
"速さの表し方(1)・基本編","2013-09-10T00:27:18Z","https://www.youtube.com/watch?v=S7YM1Sj_ww0","00:11:46","算数","小学6年","21"
"速さの表し方(2)・練習編","2013-09-10T00:27:18Z","https://www.youtube.com/watch?v=fRu_30PNWOA","00:11:56","算数","小学6年","22"
"速さの表し方(3)・応用編","2013-09-11T02:10:03Z","https://www.youtube.com/watch?v=FVz8YL-EV3s","00:09:29","算数","小学6年","23"
"速さの表し方(4)・x yとのコラボ編","2013-09-11T02:10:03Z","https://www.youtube.com/watch?v=3To4Zl0ogi0","00:08:44","算数","小学6年","24"
"速さの表し方(5)・比べる編","2013-09-11T02:10:03Z","https://www.youtube.com/watch?v=95AsMtXcxcI","00:08:17","算数","小学6年","25"
"角柱と円柱の体積(1)・基本編","2013-10-18T03:52:42Z","https://www.youtube.com/watch?v=gQtxN3yTUGc","00:10:10","算数","小学6年","26"
"角柱と円柱の体積(2)・応用編","2013-10-18T03:52:42Z","https://www.youtube.com/watch?v=K3wcgVFrt90","00:11:46","算数","小学6年","27"
"比例の式","2013-11-17T03:37:05Z","https://www.youtube.com/watch?v=sESkOYZ-Xjc","00:11:06","算数","小学6年","28"
"比例の性質","2013-11-18T02:20:40Z","https://www.youtube.com/watch?v=zC76jhYCSVU","00:08:34","算数","小学6年","29"
"比例のグラフ","2013-11-19T02:48:04Z","https://www.youtube.com/watch?v=VwuGJzU2bsQ","00:10:33","算数","小学6年","30"
"比例の利用","2013-11-19T02:48:04Z","https://www.youtube.com/watch?v=K7cRZ3YoXLk","00:12:17","算数","小学6年","31"
"反比例の式","2013-11-20T03:37:42Z","https://www.youtube.com/watch?v=NFfMIo7gCAQ","00:10:02","算数","小学6年","32"
"反比例の性質","2013-11-21T03:15:50Z","https://www.youtube.com/watch?v=UVIKefBQ4K0","00:07:14","算数","小学6年","33"
"反比例のグラフ","2013-11-21T03:15:50Z","https://www.youtube.com/watch?v=b-Dqmjv0FLM","00:05:17","算数","小学6年","34"
"平均とちらばり","2013-11-22T05:13:34Z","https://www.youtube.com/watch?v=m5ZinAmf5Lw","00:10:07","算数","小学6年","35"
"柱状グラフ","2013-11-22T05:13:34Z","https://www.youtube.com/watch?v=iYRMfV6eYiA","00:06:34","算数","小学6年","36"
"並べ方(1)","2013-11-22T05:17:48Z","https://www.youtube.com/watch?v=B-Ic7L2uNi8","00:15:35","算数","小学6年","37"
"並べ方(2)","2013-11-22T05:17:48Z","https://www.youtube.com/watch?v=9pFtWI3hvRw","00:11:36","算数","小学6年","38"
"組み合わせ方","2013-11-22T05:17:48Z","https://www.youtube.com/watch?v=2kFHRNn9LDs","00:14:24","算数","小学6年","39"
"並べ方？組み合わせ方？？","2013-11-22T05:17:48Z","https://www.youtube.com/watch?v=VVcCq9vkYQg","00:15:33","算数","小学6年","40"
"量の単位のしくみ(1)","2013-11-22T05:19:05Z","https://www.youtube.com/watch?v=mym1r993lnE","00:15:21","算数","小学6年","41"
"量の単位のしくみ(2)","2013-11-22T05:19:05Z","https://www.youtube.com/watch?v=xD6_pX1GoZQ","00:13:00","算数","小学6年","42"
"整数と小数(1)","2013-03-13T04:03:26Z","https://www.youtube.com/watch?v=jjF98aBiO2U","00:11:28","算数","小学5年","1"
"整数と小数(2)","2013-03-13T04:03:26Z","https://www.youtube.com/watch?v=x8yfmI2Dq1I","00:13:55","算数","小学5年","2"
"直方体と立方体の体積(1)","2013-03-21T04:42:33Z","https://www.youtube.com/watch?v=0jA19hyxEvc","00:12:30","算数","小学5年","3"
"直方体と立方体の体積(2)","2013-03-21T04:42:33Z","https://www.youtube.com/watch?v=BQglzeQxUV4","00:10:57","算数","小学5年","4"
"体積の求め方のくふう","2013-03-22T12:44:46Z","https://www.youtube.com/watch?v=wLvsQ05tCg8","00:17:57","算数","小学5年","5"
"高さと体積の関係","2013-03-22T12:44:46Z","https://www.youtube.com/watch?v=J7Dxw6AaUjo","00:08:16","算数","小学5年","6"
"いろいろな体積の単位","2013-03-22T22:42:08Z","https://www.youtube.com/watch?v=JhACb6Ioe40","00:13:23","算数","小学5年","7"
"小数のかけ算(1)・筆算のやり方","2013-04-08T03:26:48Z","https://www.youtube.com/watch?v=oknVBBYXQWQ","00:08:44","算数","小学5年","8"
"小数のかけ算(2)・文章題","2013-04-08T03:26:48Z","https://www.youtube.com/watch?v=1h3OGZgT8PM","00:13:17","算数","小学5年","9"
"小数のかけ算(3)・工夫","2013-04-08T03:26:48Z","https://www.youtube.com/watch?v=d67fABKtYvw","00:15:34","算数","小学5年","10"
"小数のわり算(1)・筆算のやり方","2013-04-17T23:58:36Z","https://www.youtube.com/watch?v=jlUPJ5fGsD4","00:11:29","算数","小学5年","11"
"小数のわり算(2)・練習!!","2013-04-17T23:58:36Z","https://www.youtube.com/watch?v=d7YA7qV12VU","00:16:06","算数","小学5年","12"
"小数のわり算(3)・文章題","2013-04-19T01:09:07Z","https://www.youtube.com/watch?v=6LueXxAuwI0","00:09:09","算数","小学5年","13"
"小数のわり算(4)","2013-04-19T01:09:07Z","https://www.youtube.com/watch?v=LzjQiRgveEU","00:11:57","算数","小学5年","14"
"合同な図形(1)","2013-05-09T03:49:43Z","https://www.youtube.com/watch?v=0q3bMwv-FRw","00:05:29","算数","小学5年","15"
"合同な図形(2)","2013-06-28T13:29:40Z","https://www.youtube.com/watch?v=zvrf1O6Zeus","00:11:23","算数","小学5年","16"
"偶数と奇数・・・ときどき素数","2013-06-02T07:25:10Z","https://www.youtube.com/watch?v=Oh5MDpNNbYw","00:08:49","算数","小学5年","17"
"倍数と公倍数","2013-06-02T07:25:10Z","https://www.youtube.com/watch?v=GyKQ358vMIA","00:08:48","算数","小学5年","18"
"約数と公約数","2013-06-03T05:35:57Z","https://www.youtube.com/watch?v=4Z_XQ4ia6Bs","00:09:13","算数","小学5年","19"
"倍数・約数の文章題","2013-06-03T05:35:57Z","https://www.youtube.com/watch?v=XOUPSqaXrMo","00:08:39","算数","小学5年","20"
"平均(1)","2013-07-13T05:15:00Z","https://www.youtube.com/watch?v=1GKTTSjW204","00:12:17","算数","小学5年","21"
"平均(2)","2013-07-13T05:15:00Z","https://www.youtube.com/watch?v=D_jNnTcytMM","00:09:41","算数","小学5年","22"
"単位量あたりの大きさ(1)・基本編","2013-09-08T06:16:51Z","https://www.youtube.com/watch?v=3r1CFNGM3ac","00:08:24","算数","小学5年","23"
"単位量あたりの大きさ(2)・練習編","2013-09-08T06:16:51Z","https://www.youtube.com/watch?v=iy9m0XclLJ4","00:08:16","算数","小学5年","24"
"単位量あたりの大きさ(3)・人口密度編","2013-09-09T04:28:57Z","https://www.youtube.com/watch?v=s-CKpOjZjoo","00:08:45","算数","小学5年","25"
"単位量あたりの大きさ(4)・応用編","2013-09-09T04:28:57Z","https://www.youtube.com/watch?v=Wnp-NWttkE4","00:10:21","算数","小学5年","26"
"わり算と分数(1)・基本編","2013-10-19T07:58:44Z","https://www.youtube.com/watch?v=WPPpLjTzQ-s","00:04:27","算数","小学5年","27"
"わり算と分数(2)・倍編","2013-10-19T07:58:44Z","https://www.youtube.com/watch?v=I6SQLE-n8oc","00:05:55","算数","小学5年","28"
"分数と小数・整数の関係(1)・変身編","2013-10-20T07:47:15Z","https://www.youtube.com/watch?v=Z2sS-UKLP4Y","00:09:33","算数","小学5年","29"
"分数と小数・整数の関係(2)・比べる編","2013-10-20T07:47:15Z","https://www.youtube.com/watch?v=8xEXbfxFheM","00:07:26","算数","小学5年","30"
"三角形の角","2013-11-06T05:26:28Z","https://www.youtube.com/watch?v=SJ9nN8wqZpw","00:09:50","算数","小学5年","31"
"四角形の角","2013-11-06T05:26:28Z","https://www.youtube.com/watch?v=oZqq7OtmDvg","00:07:15","算数","小学5年","32"
"多角形の角","2013-11-07T02:44:02Z","https://www.youtube.com/watch?v=x_HODsnohOg","00:07:45","算数","小学5年","33"
"分数の技(1)・基本編","2013-11-07T02:44:02Z","https://www.youtube.com/watch?v=OuoVQUiuUWg","00:06:54","算数","小学5年","34"
"分数の技(2)・約分編","2013-11-08T05:01:15Z","https://www.youtube.com/watch?v=0IXEj0R47C0","00:11:26","算数","小学5年","35"
"分数の技(3)・通分編","2013-11-08T05:01:15Z","https://www.youtube.com/watch?v=AooWeSHbuFY","00:12:20","算数","小学5年","36"
"分数の技(4)・時間と分数編","2013-11-09T06:18:45Z","https://www.youtube.com/watch?v=Xmi8vfZgWLs","00:08:54","算数","小学5年","37"
"分数のたし算・ひき算(1)・基本編","2013-11-09T06:18:45Z","https://www.youtube.com/watch?v=OTzgY5ApnOw","00:08:31","算数","小学5年","38"
"分数のたし算・ひき算(2)・帯分数編","2013-11-10T06:27:15Z","https://www.youtube.com/watch?v=vhFDnatyBp4","00:10:24","算数","小学5年","39"
"分数のたし算・ひき算(3)・小数とのコラボ編","2013-11-10T06:27:15Z","https://www.youtube.com/watch?v=syAKRH4nG9s","00:12:16","算数","小学5年","40"
"平行四辺形の面積","2013-12-18T05:09:17Z","https://www.youtube.com/watch?v=ft8CYF9lRqs","00:10:53","算数","小学5年","41"
"三角形の面積","2013-12-19T03:13:37Z","https://www.youtube.com/watch?v=VgPrhq7u6vA","00:11:02","算数","小学5年","42"
"台形の面積","2013-12-20T04:50:27Z","https://www.youtube.com/watch?v=Bu3OemRZ0gI","00:10:03","算数","小学5年","43"
"ひし形の面積","2013-12-21T03:41:12Z","https://www.youtube.com/watch?v=kSLr-GD6Nr8","00:08:34","算数","小学5年","44"
"高さと面積の関係","2013-12-22T07:12:10Z","https://www.youtube.com/watch?v=naet6BeLjhI","00:07:40","算数","小学5年","45"
